Year,Company Name,Country,Industry (Exiobase),Total Environmental Intensity (Revenue),Total Environmental Intensity (Operating Income),Total Environmental Cost,Working Capacity,Fish Production Capacity,Crop Production Capacity,Meat Production Capacity,Biodiversity,Abiotic Resources,Water production capacity (Drinking water & Irrigation Water),Wood Production Capacity,% Imputed
2013,ENAUTA PARTICIPACOES SA,Brazil,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying ",-1.62%,-6.23%,"(33,25,794)","(32,25,045)",(894),"(57,318)","(7,487)",(156),"(22,964)","(13,318)","1,389 ",16%
2013,KAROON ENERGY LTD,Australia,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying ",-42.05%,N/A,"(29,28,301)","(28,61,338)",(780),"(41,516)","(8,365)",(143),"(2,320)","(14,707)",867,3%
2013,PGS ASA,Norway,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying ",0.52%,1.98%,"4,62,33,535 ","4,58,96,740 ","(56,667)","3,46,746 ","1,98,333 ","(7,820)","(35,554)","(3,77,490)","2,69,248 ",20%
2013,SAIPEM SPA,Italy,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying ",0.29%,24.87%,"5,00,42,668 ","11,18,94,946 ","(1,19,738)","9,16,226 ","3,53,425 ","(22,651)","(1,29,530)","(6,36,22,680)","7,72,669 ",6%
2013,BOURBON CORPORATION SA,France,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying ",4.21%,33.69%,"7,61,87,926 ","7,54,33,362 ","(1,10,126)","(42,058)","3,59,730 ","(22,645)","(1,19,323)","(91,516)","7,80,504 ",31%
2013,RELIANCE INDUSTRIES LIMITED,India,"Extraction of natural gas and services related to natural gas extraction,excluding surveying ",-9.66%,-172.69%,"(6,18,20,20,509)","(3,75,23,89,921)","(8,65,016)","(4,08,49,703)","(90,04,558)","(1,56,907)","(91,29,282)","(2,37,03,16,213)","6,91,091 ",17%
2013,PETRONAS DAGANGAN BERHAD,Malaysia,"Extraction of natural gas and services related to natural gas extraction,excluding surveying ",-50.91%,-1761.24%,"(5,02,27,35,840)","(4,90,42,47,535)","(17,88,940)","(6,57,91,425)","(1,46,65,329)","(2,96,783)","(30,69,826)","(3,54,14,323)","25,38,320 ",3%
2013,GS HOLDINGS CORP,South Korea,"Extraction of natural gas and services related to natural gas extraction,excluding surveying ",-13.97%,-391.79%,"(1,23,87,98,716)","(1,20,84,08,586)","(2,57,725)","(1,94,95,711)","(29,84,256)","(46,086)","(24,77,852)","(52,47,737)","1,19,237 ",28%
2013,"IDEMITSU KOSAN CO.,LTD ",Japan,"Extraction of natural gas and services related to natural gas extraction,excluding surveying ",-1.24%,-48.91%,"(51,51,71,118)","(49,82,29,309)","(3,62,482)","(60,65,325)","(11,87,132)","(57,831)","(52,05,403)","(51,29,990)","10,66,354 ",16%
2013,IRPC PUBLIC COMPANY LIMITED,Thailand,"Extraction of natural gas and services related to natural gas extraction,excluding surveying ",-5.67%,N/A,"(50,70,45,018)","(43,80,45,114)","(1,50,641)","(56,60,430)","(9,69,189)","(20,141)","(27,83,223)","(5,95,22,323)","1,06,044 ",22%
2013,NESTE OYJ,Finland,"Extraction of natural gas and services related to natural gas extraction,excluding surveying ",-1.32%,-41.08%,"(31,81,50,354)","(31,35,30,687)","(1,46,779)","(41,50,115)","(9,40,107)","(22,531)",-,"3,97,526 ","2,42,339 ",-
2013,WELLS FARGO & COMPANY,United States,"Financial intermediation,except insurance and pension funding (65) ",-0.34%,-0.90%,"(30,06,21,983)","(15,61,59,407)","(34,992)","(20,37,019)","(4,76,533)","(6,380)","(61,573)","(14,18,45,384)",(694),1%
2013,BANK OF AMERICA CORPORATION,United States,"Financial intermediation,except insurance and pension funding (65) ",-0.29%,-1.73%,"(28,56,43,930)","(16,51,36,980)","(37,208)","(21,49,959)","(5,03,572)","(6,781)","(69,107)","(11,77,40,591)",268,0
2013,WEYERHAEUSER CO,United States,"Financial intermediation,except insurance and pension funding (65) ",-2.84%,-21.79%,"(24,22,52,408)","(22,26,64,960)","(92,527)","(33,24,082)","(6,63,758)","(17,119)","(5,963)","(1,57,15,953)","2,31,953 ",0%
2013,JPMORGAN CHASE & CO.,United States,"Financial intermediation,except insurance and pension funding (65) ",-0.16%,-0.48%,"(17,09,57,305)","(10,37,98,605)","(29,204)","(13,64,436)","(3,12,360)","(5,461)","(73,399)","(6,54,09,687)","35,846 ",0
2013,BANCO BILBAO VIZCAYA ARGENTARIA SA,Spain,"Financial intermediation,except insurance and pension funding (65) ",-0.29%,-2.89%,"(13,13,61,969)","(3,11,27,412)","(8,221)","(4,16,759)","(96,199)","(1,502)","(23,807)","(9,96,94,115)","6,047 ",1%
2013,SBERBANK ROSSII PAO,Russia,"Financial intermediation,except insurance and pension funding (65) ",-0.23%,-0.87%,"(12,13,12,809)","(10,08,26,684)","(27,097)","(13,54,805)","(3,12,502)","(5,050)","(15,64,192)","(1,72,47,780)","25,301 ",5%
2013,BARCLAYS PLC,United Kingdom,"Financial intermediation,except insurance and pension funding (65) ",-0.15%,-1.08%,"(8,97,22,508)","(8,46,35,561)","(20,670)","(11,25,976)","(2,62,747)","(3,741)","(34,351)","(36,45,685)","6,224 ",0
2013,BROOKFIELD PROPERTY REIT INC,United States,"Financial intermediation,except insurance and pension funding (65) ",-2.76%,-22.75%,"(7,59,10,532)","(7,35,86,301)","(16,971)","(9,78,253)","(2,29,152)","(3,093)","(1,921)","(10,95,779)",938,0%
2013,"HOST HOTELS & RESORTS,INC. ",United States,"Financial intermediation,except insurance and pension funding (65) ",-1.31%,-13.25%,"(6,78,14,906)","(6,52,86,047)","(15,199)","(8,67,492)","(2,03,011)","(2,773)","(3,612)","(14,38,535)","1,764 ",1%
2013,PNC FINANCIAL SERVICES GROUP INCORPORATED,United States,"Financial intermediation,except insurance and pension funding (65) ",-0.37%,-1.14%,"(6,30,88,501)","(4,58,62,439)","(11,368)","(6,07,373)","(1,41,186)","(2,092)","(11,807)","(1,64,58,002)","5,766 ",2%
2013,"SIMON PROPERTY GROUP,INC. ",United States,"Financial intermediation,except insurance and pension funding (65) ",-1.12%,-4.52%,"(5,78,18,153)","(5,65,64,224)","(13,205)","(7,51,495)","(1,75,815)","(2,410)","(3,615)","(3,09,155)","1,765 ",1%
2013,CAPITARETAIL CHINA TRUST,Singapore,"Financial intermediation,except insurance and pension funding (65) ",-42.60%,-83.09%,"(5,40,29,903)","(5,28,37,758)","(12,092)","(7,02,661)","(1,64,724)","(2,201)",(244),"(3,10,273)",49,0%
2013,ORIX CORPORATION,Japan,"Financial intermediation,except insurance and pension funding (65) ",-0.50%,-2.77%,"(5,08,18,508)","(4,97,23,437)","(12,098)","(6,54,650)","(1,52,287)","(2,225)","(11,261)","(2,67,770)","5,221 ",2%
2013,MACERICH CO,United States,"Financial intermediation,except insurance and pension funding (65) ",-4.83%,-206.97%,"(4,97,44,608)","(4,86,65,674)","(11,183)","(6,47,080)","(1,51,632)","(2,037)",(720),"(2,66,635)",352,0%
2013,VORNADO REALTY TRUST,United States,"Financial intermediation,except insurance and pension funding (65) ",-1.66%,-10.21%,"(4,57,65,235)","(4,43,17,545)","(10,279)","(5,88,986)","(1,37,888)","(1,875)","(1,930)","(7,07,675)",943,0%
2013,VENTAS INCORPORATED,United States,"Financial intermediation,except insurance and pension funding (65) ",-1.62%,-8.72%,"(4,54,16,595)","(4,39,94,428)","(10,207)","(5,84,681)","(1,36,875)","(1,862)","(1,965)","(6,87,536)",959,1%
2013,LLOYDS BANKING GROUP PLC,United Kingdom,"Financial intermediation,except insurance and pension funding (65) ",-0.05%,N/A,"(4,53,90,670)","(4,22,92,497)","(11,558)","(5,62,981)","(1,30,217)","(2,073)","(49,278)","(23,50,994)","8,928 ",6%
2013,ABSA GROUP LTD,South Africa,"Financial intermediation,except insurance and pension funding (65) ",-0.45%,-2.32%,"(3,96,95,440)","(3,88,22,794)","(8,842)","(5,14,386)","(1,20,314)","(1,610)","(15,974)","(2,11,564)",44,1%
2013,MORGAN STANLEY,United States,"Financial intermediation,except insurance and pension funding (65) ",-0.10%,-0.79%,"(3,55,81,102)","(3,48,10,425)","(9,879)","(4,57,333)","(1,04,578)","(1,849)","(25,762)","(1,83,856)","12,581 ",7%
2013,WESTPAC BANKING CORPORATION,Australia,"Financial intermediation,except insurance and pension funding (65) ",-0.10%,-0.39%,"(3,45,51,307)","(1,87,74,101)","(5,406)","(2,50,746)","(57,780)",(971),"(12,198)","(1,54,55,489)","5,383 ",5%
2013,IRON MOUNTAIN INCORPORATED,United States,"Financial intermediation,except insurance and pension funding (65) ",-1.09%,-6.73%,"(3,30,65,474)","(3,23,48,370)","(7,555)","(4,29,760)","(1,00,539)","(1,379)","(2,116)","(1,76,789)","1,033 ",1%
2013,BANCO SANTANDER SA,Spain,"Financial intermediation,except insurance and pension funding (65) ",-0.03%,-0.40%,"(3,24,97,335)","(3,16,24,600)","(9,654)","(4,26,690)","(96,722)","(1,769)","(52,277)","(2,98,900)","13,278 ",10%
2013,STANDARD CHARTERED PLC,United Kingdom,"Financial intermediation,except insurance and pension funding (65) ",-0.19%,-0.45%,"(3,21,72,123)","(2,73,42,677)","(6,611)","(3,63,744)","(84,942)","(1,197)","(9,364)","(43,65,283)","1,697 ",2%
2013,MIZUHO FINANCIAL GROUP INC,Japan,"Financial intermediation,except insurance and pension funding (65) ",-0.12%,-0.43%,"(3,13,31,599)","(2,71,41,617)","(5,777)","(3,30,872)","(76,921)","(1,044)","(29,194)","(37,45,631)",(542),0
2013,"HCP,INC. ",United States,"Financial intermediation,except insurance and pension funding (65) ",-1.37%,-3.45%,"(2,87,68,739)","(2,79,42,192)","(6,499)","(3,71,301)","(86,900)","(1,186)","(1,468)","(3,59,910)",717,1%
2013,FIRSTRAND LIMITED,South Africa,"Financial intermediation,except insurance and pension funding (65) ",-0.41%,-1.51%,"(2,85,51,336)","(2,79,22,765)","(6,357)","(3,69,813)","(86,476)","(1,158)","(12,740)","(1,52,063)",35,1%
2013,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,Australia,"Financial intermediation,except insurance and pension funding (65) ",-0.09%,-0.35%,"(2,71,97,331)","(2,28,68,809)","(6,215)","(3,05,082)","(70,635)","(1,119)","(10,795)","(39,39,440)","4,764 ",5%
2013,NEDBANK GROUP LIMITED,South Africa,"Financial intermediation,except insurance and pension funding (65) ",-0.41%,-2.26%,"(2,58,72,552)","(1,84,00,383)","(4,182)","(2,43,340)","(56,850)",(762),"(11,331)","(71,55,736)",31,1%
2013,GOLDMAN SACHS GROUP INC,United States,"Financial intermediation,except insurance and pension funding (65) ",-0.06%,-0.20%,"(2,35,90,413)","(2,26,52,372)","(7,309)","(2,95,020)","(66,235)","(1,387)","(28,577)","(5,53,469)","13,956 ",0
2013,BANK OF NEW YORK MELLON CORP.,United States,"Financial intermediation,except insurance and pension funding (65) ",-0.15%,-0.58%,"(2,35,11,949)","(2,28,32,810)","(6,034)","(3,01,283)","(69,516)","(1,120)","(10,908)","(2,95,604)","5,327 ",5%
2013,MITSUBISHI UFJ FINANCIAL GROUP INCORPORATED,Japan,"Financial intermediation,except insurance and pension funding (65) ",-0.05%,-0.16%,"(2,14,35,488)","(2,10,01,214)","(7,904)","(2,50,917)","(53,734)","(1,539)","(48,044)","(94,414)","22,277 ",0
2013,EMIRA PROPERTY FUND,South Africa,"Financial intermediation,except insurance and pension funding (65) ",-15.94%,-44.11%,"(2,04,04,007)","(1,99,61,273)","(4,564)","(2,65,450)","(62,230)",(831),(233),"(1,09,427)",1,0%
2013,BANCO DO BRASIL SA,Brazil,"Financial intermediation,except insurance and pension funding (65) ",-0.04%,-0.45%,"(1,94,67,015)","(1,23,24,099)","(2,137)","(1,22,224)","(28,595)",(390),"(27,152)","(69,61,406)","(1,013)",20%
2013,BANCO SABADELL,Spain,"Financial intermediation,except insurance and pension funding (65) ",-0.18%,-1.61%,"(1,94,42,339)","1,45,819 ",(225),"1,288 ",656,(42),"(5,586)","(1,95,85,667)","1,419 ",2%
2013,GPT GROUP,Australia,"Financial intermediation,except insurance and pension funding (65) ",-3.41%,-7.09%,"(1,88,97,096)","(1,81,54,346)","(4,169)","(2,41,464)","(56,594)",(759),(196),"(4,39,654)",86,0%
2013,GENTERA SAB DE CV,Mexico,"Financial intermediation,except insurance and pension funding (65) ",-1.83%,-6.95%,"(1,88,41,446)","(11,16,867)",(271),"(15,457)","(3,398)",(50),(293),"(1,77,05,253)",143,0%
2013,THE LINK REAL ESTATE INVESTMENT TRUST,Hong Kong,"Financial intermediation,except insurance and pension funding (65) ",-2.18%,-3.58%,"(1,82,79,446)","(1,75,50,779)","(4,188)","(2,30,724)","(53,100)",(776),"(5,629)","(4,36,002)","1,752 ",1%
2013,ITAU UNIBANCO HOLDING S.A.,Brazil,"Financial intermediation,except insurance and pension funding (65) ",-0.03%,-0.21%,"(1,78,15,161)","(1,26,93,135)","(2,229)","(1,27,558)","(29,846)",(406),"(26,875)","(49,34,111)","(1,002)",22%
2013,GRUPO FINANCIERO BANORTE S.A.B. DE C.V.,Mexico,"Financial intermediation,except insurance and pension funding (65) ",-0.22%,-1.70%,"(1,74,64,561)","(76,64,749)","(1,872)","(1,06,613)","(23,244)",(349),"(2,272)","(96,66,574)","1,111 ",1%
2013,WELLTOWER INC,United States,"Financial intermediation,except insurance and pension funding (65) ",-0.59%,-2.45%,"(1,71,16,184)","(1,66,81,994)","(3,965)","(2,21,424)","(51,706)",(726),"(2,014)","(1,55,339)",984,1%
2013,SL GREEN REALTY CORP.,United States,"Financial intermediation,except insurance and pension funding (65) ",-1.15%,-11.19%,"(1,69,52,530)","(1,64,44,318)","(3,837)","(2,18,479)","(51,117)",(700),"(1,027)","(2,33,553)",502,1%
2013,UBS GROUP AG,Switzerland,"Financial intermediation,except insurance and pension funding (65) ",-0.04%,-0.26%,"(1,67,26,894)","(1,62,54,558)","(4,635)","(2,09,234)","(47,619)",(871),"(15,398)","(2,00,991)","6,412 ",0
2013,"BANCO COMERCIAL PORTUGUES,S.A. ",Portugal,"Financial intermediation,except insurance and pension funding (65) ",-0.30%,N/A,"(1,61,05,378)","(89,54,790)","(2,160)","(1,19,102)","(27,777)",(390),"(4,020)","(69,97,625)",487,1%
2013,AMERICAN EXPRESS COMPANY,United States,"Financial intermediation,except insurance and pension funding (65) ",-0.04%,-0.20%,"(1,55,95,156)","(1,52,57,920)","(5,308)","(1,97,584)","(43,818)","(1,015)","(24,423)","(77,015)","11,927 ",14%
2013,KB FINANCIAL GROUP INCORPORATION,South Korea,"Financial intermediation,except insurance and pension funding (65) ",-0.09%,-0.89%,"(1,49,28,143)","(1,40,75,304)","(3,895)","(1,87,623)","(43,339)",(702),"(23,889)","(5,96,732)","3,341 ",6%
2013,STOCKLAND CORPORATION LTD,Australia,"Financial intermediation,except insurance and pension funding (65) ",-0.89%,-103.82%,"(1,38,40,811)","(1,32,12,629)","(3,071)","(1,75,771)","(41,164)",(558),(547),"(4,07,312)",241,1%
2013,DEXUS,Australia,"Financial intermediation,except insurance and pension funding (65) ",-2.37%,-5.06%,"(1,30,80,605)","(1,25,65,024)","(2,891)","(1,67,127)","(39,167)",(526),(195),"(3,05,762)",86,0%
2013,COMERICA INCORPORATED,United States,"Financial intermediation,except insurance and pension funding (65) ",-0.49%,-1.64%,"(1,27,94,050)","(82,33,522)","(2,019)","(1,09,104)","(25,392)",(371),"(1,825)","(44,22,709)",891,2%
2013,ERSTE GROUP BANK AG,Austria,"Financial intermediation,except insurance and pension funding (65) ",-0.09%,-1.05%,"(1,25,52,525)","(1,22,79,617)","(3,012)","(1,62,288)","(37,747)",(553),"(4,288)","(66,371)","1,352 ",2%
2013,ALPHA BANK SA,Greece,"Financial intermediation,except insurance and pension funding (65) ",-0.21%,N/A,"(1,25,25,795)","(95,99,274)","(1,825)","(1,04,201)","(24,273)",(337),"(10,989)","(27,84,566)",(330),19%
2013,CHARTER HALL GROUP,Australia,"Financial intermediation,except insurance and pension funding (65) ",-12.10%,-58.58%,"(1,21,89,756)","(1,17,22,494)","(2,684)","(1,55,908)","(36,549)",(488),(35),"(2,71,612)",16,0%
2013,JAPAN REAL ESTATE INVESTMENT CORP,Japan,"Financial intermediation,except insurance and pension funding (65) ",-2.44%,-7.05%,"(1,19,63,664)","(1,16,95,393)","(2,710)","(1,55,223)","(36,334)",(494),(545),"(73,217)",253,0%
2013,DIAMONDROCK HOSPITALITY COMPANY,United States,"Financial intermediation,except insurance and pension funding (65) ",-1.49%,-15.85%,"(1,19,15,441)","(1,16,57,017)","(2,707)","(1,54,912)","(36,261)",(494),(559),"(63,763)",273,1%
2013,"CAIXABANK,S.A. ",Spain,"Financial intermediation,except insurance and pension funding (65) ",-0.07%,N/A,"(1,18,43,255)","(92,56,364)","(2,510)","(1,24,096)","(28,556)",(459),"(8,492)","(24,24,935)","2,157 ",0
2013,SHINHAN FINANCIAL GROUP COMPANY LIMITED,South Korea,"Financial intermediation,except insurance and pension funding (65) ",-0.05%,-0.44%,"(1,11,41,618)","(1,03,22,337)","(3,241)","(1,37,838)","(31,472)",(581),"(31,101)","(6,19,398)","4,350 ",10%
2013,BANK OF PIRAEUS S.A.,Greece,"Financial intermediation,except insurance and pension funding (65) ",-0.20%,N/A,"(1,10,07,863)","(77,60,939)","(3,202)","(78,631)","(17,624)",(456),"(10,414)","(31,40,969)","4,371 ",20%
2013,KEYCORP,United States,"Financial intermediation,except insurance and pension funding (65) ",-0.23%,-0.88%,"(1,00,64,229)","(98,46,064)","(2,480)","(1,30,279)","(30,229)",(457),"(3,066)","(53,151)","1,498 ",3%
2013,KLEPIERRE SA,France,"Financial intermediation,except insurance and pension funding (65) ",-0.61%,-2.22%,"(1,00,18,207)","(97,20,428)","(2,623)","(1,23,184)","(28,206)",(494),"(6,574)","(1,39,855)","3,155 ",3%
2013,HUNTINGTON BANCSHARES INCORPORATED,United States,"Financial intermediation,except insurance and pension funding (65) ",-0.34%,-1.15%,"(98,58,200)","(96,44,459)","(2,355)","(1,27,831)","(29,764)",(432),"(2,000)","(52,336)",977,2%
2013,COFINIMMO S.A.,Belgium,"Financial intermediation,except insurance and pension funding (65) ",-3.19%,-4.67%,"(96,87,117)","(94,73,650)","(2,173)","(1,26,003)","(29,534)",(395),(161),"(55,234)",33,0%
2013,STATE STREET CORP,United States,"Financial intermediation,except insurance and pension funding (65) ",-0.09%,-0.34%,"(96,06,194)","(91,76,981)","(2,636)","(1,20,474)","(27,505)",(494),"(7,212)","(2,74,415)","3,522 ",0
2013,MIRVAC GROUP,Australia,"Financial intermediation,except insurance and pension funding (65) ",-0.69%,-6.76%,"(90,25,198)","(86,69,682)","(2,025)","(1,15,344)","(27,004)",(368),(463),"(2,10,517)",205,1%
2013,KIMCO REALTY CORPORATION,United States,"Financial intermediation,except insurance and pension funding (65) ",-0.91%,-8.35%,"(86,01,396)","(78,17,360)","(1,837)","(1,03,824)","(24,273)",(336),(662),"(6,53,427)",323,1%
2013,EUROBANK ERGASIAS SA,Greece,"Financial intermediation,except insurance and pension funding (65) ",-0.22%,N/A,"(85,33,056)","(62,84,307)","(1,166)","(69,535)","(15,746)",(216),"(7,121)","(21,54,682)",(283),19%
2013,RESONA HOLDINGS INC,Japan,"Financial intermediation,except insurance and pension funding (65) ",-0.12%,-0.29%,"(85,26,752)","(83,47,511)","(1,764)","(1,02,930)","(23,946)",(323),"(8,021)","(42,106)",(150),10%
2013,CAPITAMALL TRUST,Singapore,"Financial intermediation,except insurance and pension funding (65) ",-1.41%,-3.08%,"(81,37,304)","(79,40,136)","(1,858)","(1,05,311)","(24,630)",(337),"(1,112)","(64,145)",223,0%
2013,UNITE GROUP PLC (THE),United Kingdom,"Financial intermediation,except insurance and pension funding (65) ",-3.80%,-23.18%,"(63,35,741)","(61,98,214)","(1,421)","(82,435)","(19,323)",(259),(95),"(34,010)",17,0%
2013,CTBC FINANCIAL HOLDING CO LTD,Taiwan,"Financial intermediation,except insurance and pension funding (65) ",-0.12%,-0.86%,"(61,79,644)","(56,20,848)","(1,895)","(62,371)","(8,032)",(411),"(29,760)","(4,64,196)","7,868 ",25%
2013,NORTHERN TRUST CORPORATION,United States,"Financial intermediation,except insurance and pension funding (65) ",-0.14%,-0.54%,"(58,97,067)","(57,06,638)","(1,530)","(75,237)","(17,330)",(284),"(3,015)","(94,506)","1,472 ",5%
2013,BANK MILLENNIUM SA,Poland,"Financial intermediation,except insurance and pension funding (65) ",-0.48%,-2.59%,"(57,94,259)","(54,59,760)","(1,249)","(64,068)","(14,866)",(219),"(5,256)","(2,49,083)",241,11%
2013,BANK OF THE PHILIPPINE ISLANDS,Philippines,"Financial intermediation,except insurance and pension funding (65) ",-0.40%,-1.11%,"(55,67,431)","(33,51,271)",(867),"(43,872)","(10,141)",(156),"(2,673)","(21,58,987)",537,2%
2013,DAIWA SECURITIES GROUP INCORPORATED,Japan,"Financial intermediation,except insurance and pension funding (65) ",-0.11%,-0.65%,"(53,99,156)","(52,78,054)","(1,565)","(66,915)","(15,099)",(296),"(5,552)","(34,248)","2,574 ",7%
2013,SIAM COMMERCIAL BANK PUBLIC COMPANY LIMITED (THE),Thailand,"Financial intermediation,except insurance and pension funding (65) ",-0.08%,-0.27%,"(52,31,683)","(27,46,709)","(1,104)","(33,221)","(7,104)",(194),"(12,667)","(24,33,229)","2,545 ",8%
2013,BRITISH LAND COMPANY PLC (THE),United Kingdom,"Financial intermediation,except insurance and pension funding (65) ",-0.92%,-2.47%,"(52,30,656)","(51,06,310)","(1,180)","(67,916)","(15,911)",(215),(326),"(38,858)",59,0
2013,CHAMPION REAL ESTATE INVESTMENT TRUST,Hong Kong,"Financial intermediation,except insurance and pension funding (65) ",-1.84%,-3.41%,"(51,59,682)","(50,48,780)","(1,213)","(66,244)","(15,198)",(225),"(1,885)","(26,723)",587,1%
2013,REDEFINE PROPERTIES LIMITED,South Africa,"Financial intermediation,except insurance and pension funding (65) ",-1.48%,N/A,"(51,16,315)","(50,04,884)","(1,143)","(66,487)","(15,577)",(208),(628),"(27,390)",2,0%
2013,INVESTEC PLC,South Africa,"Financial intermediation,except insurance and pension funding (65) ",-0.09%,-0.71%,"(50,40,596)","(48,08,665)","(1,076)","(62,652)","(14,500)",(196),"(10,692)","(1,42,844)",30,4%
2013,ASCENDAS REAL ESTATE INVESTMENT TRUST,Singapore,"Financial intermediation,except insurance and pension funding (65) ",-1.10%,-2.17%,"(50,02,631)","(48,79,726)","(1,149)","(64,669)","(15,114)",(209),(878),"(41,062)",176,1%
2013,HYPROP INVESTMENTS LIMITED,South Africa,"Financial intermediation,except insurance and pension funding (65) ",-2.38%,N/A,"(49,92,727)","(48,84,157)","(1,116)","(64,911)","(15,212)",(203),(381),"(26,749)",1,0%
2013,SEGRO PLC,United Kingdom,"Financial intermediation,except insurance and pension funding (65) ",-0.88%,-2.88%,"(42,58,647)","(41,63,390)",(963),"(55,375)","(12,972)",(175),(278),"(25,545)",50,0%
2013,MALAYAN BANKING BERHAD,Malaysia,"Financial intermediation,except insurance and pension funding (65) ",-0.05%,-0.16%,"(41,31,070)","(36,51,444)","(1,402)","(44,620)","(9,645)",(247),"(15,094)","(4,11,650)","3,032 ",11%
2013,NATIONAL AUSTRALIA BANK LIMITED,Australia,"Financial intermediation,except insurance and pension funding (65) ",-0.01%,-0.06%,"(41,28,989)","1,48,50,598 ","2,014 ","1,96,196 ","47,248 ",383,"(15,147)","(1,92,16,965)","6,684 ",0
2013,HANA FINANCIAL GROUP,South Korea,"Financial intermediation,except insurance and pension funding (65) ",-0.03%,-0.37%,"(41,16,349)","(36,67,107)",(812),"(47,464)","(11,036)",(149),"(20,150)","(3,69,629)",(3),5%
2013,REGENCY CENTERS CORPORATION,United States,"Financial intermediation,except insurance and pension funding (65) ",-0.84%,-6.48%,"(41,04,630)","(37,19,934)",(876),"(49,399)","(11,546)",(160),(342),"(3,22,539)",167,1%
2013,BENDIGO AND ADELAIDE BANK LTD,Australia,"Financial intermediation,except insurance and pension funding (65) ",-0.13%,-0.91%,"(40,66,863)","(39,78,045)","(1,007)","(52,999)","(12,337)",(182),"(1,071)","(21,693)",473,4%
2013,ALTAREA,France,"Financial intermediation,except insurance and pension funding (65) ",-0.19%,-2.41%,"(40,37,105)","(39,59,590)","(1,419)","(44,834)","(9,645)",(280),"(8,442)","(16,947)","4,052 ",9%
2013,GECINA,France,"Financial intermediation,except insurance and pension funding (65) ",-0.48%,-0.93%,"(38,74,623)","(37,66,219)","(1,060)","(47,054)","(10,696)",(201),"(3,274)","(47,690)","1,571 ",4%
2013,HAMMERSON PLC,United Kingdom,"Financial intermediation,except insurance and pension funding (65) ",-0.72%,-1.66%,"(38,73,478)","(37,77,037)",(876),"(50,236)","(11,767)",(159),(308),"(33,150)",56,0%
2013,FIRST FINANCIAL HOLDING COMPANY LIMITED,Taiwan,"Financial intermediation,except insurance and pension funding (65) ",-0.19%,-0.88%,"(37,81,431)","(29,29,745)",(901),"(34,276)","(5,540)",(189),"(11,267)","(8,02,491)","2,979 ",16%
2013,SWEDBANK AB,Sweden,"Financial intermediation,except insurance and pension funding (65) ",-0.04%,-0.12%,"(36,16,529)","(29,44,635)",(733),"(38,755)","(9,019)",(133),"(2,494)","(6,21,074)",314,2%
2013,BANKIA SAU,Spain,"Financial intermediation,except insurance and pension funding (65) ",-0.04%,-1.06%,"(35,74,436)","(4,80,705)",(148),"(5,903)","(1,271)",(23),"(4,998)","(30,81,483)",94,2%
2013,INTERNATIONAL PERSONAL FINANCE PLC,United Kingdom,"Financial intermediation,except insurance and pension funding (65) ",-0.28%,-0.65%,"(34,12,047)","(33,17,087)",(786),"(44,123)","(10,319)",(143),(708),"(39,009)",128,1%
2013,INDUSIND BANK LTD,India,"Financial intermediation,except insurance and pension funding (65) ",-0.25%,-1.34%,"(34,09,303)","(33,35,837)",(790),"(44,050)","(10,277)",(145),(341),"(18,071)",209,1%
2013,TAIWAN COOPERATIVE BANK,Taiwan,"Financial intermediation,except insurance and pension funding (65) ",-0.18%,-1.04%,"(33,68,746)","(33,01,415)",(979),"(39,346)","(6,797)",(202),"(10,961)","(11,943)","2,898 ",17%
2013,IMMOBILIARE GRANDE DISTRIBUZIONE SIIQ SPA,Italy,"Financial intermediation,except insurance and pension funding (65) ",-1.91%,-5.10%,"(33,44,608)","(31,97,276)",(829),"(40,521)","(9,244)",(157),"(1,972)","(95,491)",882,1%
2013,MEGA FINANCIAL HOLDING COMPANY LIMITED,Taiwan,"Financial intermediation,except insurance and pension funding (65) ",-0.14%,-0.37%,"(33,36,930)","(32,71,585)","(1,023)","(37,919)","(5,914)",(216),"(13,437)","(10,389)","3,552 ",21%
2013,YES BANK LIMITED,India,"Financial intermediation,except insurance and pension funding (65) ",-0.19%,-0.92%,"(28,66,469)","(28,04,848)",(672),"(36,942)","(8,604)",(124),(391),"(15,128)",239,1%
2013,NH INVESTMENT & SECURITIES CO LTD,South Korea,"Financial intermediation,except insurance and pension funding (65) ",-0.28%,-3.18%,"(28,30,440)","(27,60,538)",(674),"(36,741)","(8,573)",(122),"(1,498)","(22,504)",209,2%
2013,E SUN FINANCIAL HOLDING COMPANY LIMITED,Taiwan,"Financial intermediation,except insurance and pension funding (65) ",-0.25%,-0.81%,"(27,17,816)","(23,20,198)",(438),"(24,491)","(5,611)",(85),"(6,079)","(3,61,001)",86,26%
2013,CAPITEC BANK HOLDINGS LIMITED,South Africa,"Financial intermediation,except insurance and pension funding (65) ",-0.22%,-1.04%,"(22,52,202)","(22,01,971)",(499),"(29,055)","(6,778)",(91),"(1,893)","(11,919)",5,2%
